raceId,driver1_lap1,driver1_lap2,driver1_lap3,driver1_lap4,driver1_lap5,driver1_lap6,driver1_lap7,driver1_lap8,driver1_lap9,driver1_lap10,driver2_lap1,driver2_lap2,driver2_lap3,driver2_lap4,driver2_lap5,driver2_lap6,driver2_lap7,driver2_lap8,driver2_lap9,driver2_lap10,driver3_lap1,driver3_lap2,driver3_lap3,driver3_lap4,driver3_lap5,driver3_lap6,driver3_lap7,driver3_lap8,driver3_lap9,driver3_lap10,driver4_lap1,driver4_lap2,driver4_lap3,driver4_lap4,driver4_lap5,driver4_lap6,driver4_lap7,driver4_lap8,driver4_lap9,driver4_lap10,driver5_lap1,driver5_lap2,driver5_lap3,driver5_lap4,driver5_lap5,driver5_lap6,driver5_lap7,driver5_lap8,driver5_lap9,driver5_lap10,driver6_lap1,driver6_lap2,driver6_lap3,driver6_lap4,driver6_lap5,driver6_lap6,driver6_lap7,driver6_lap8,driver6_lap9,driver6_lap10,driver7_lap1,driver7_lap2,driver7_lap3,driver7_lap4,driver7_lap5,driver7_lap6,driver7_lap7,driver7_lap8,driver7_lap9,driver7_lap10,driver8_lap1,driver8_lap2,driver8_lap3,driver8_lap4,driver8_lap5,driver8_lap6,driver8_lap7,driver8_lap8,driver8_lap9,driver8_lap10,driver9_lap1,driver9_lap2,driver9_lap3,driver9_lap4,driver9_lap5,driver9_lap6,driver9_lap7,driver9_lap8,driver9_lap9,driver9_lap10,driver10_lap1,driver10_lap2,driver10_lap3,driver10_lap4,driver10_lap5,driver10_lap6,driver10_lap7,driver10_lap8,driver10_lap9,driver10_lap10,driver11_lap1,driver11_lap2,driver11_lap3,driver11_lap4,driver11_lap5,driver11_lap6,driver11_lap7,driver11_lap8,driver11_lap9,driver11_lap10,driver12_lap1,driver12_lap2,driver12_lap3,driver12_lap4,driver12_lap5,driver12_lap6,driver12_lap7,driver12_lap8,driver12_lap9,driver12_lap10,driver13_lap1,driver13_lap2,driver13_lap3,driver13_lap4,driver13_lap5,driver13_lap6,driver13_lap7,driver13_lap8,driver13_lap9,driver13_lap10,driver14_lap1,driver14_lap2,driver14_lap3,driver14_lap4,driver14_lap5,driver14_lap6,driver14_lap7,driver14_lap8,driver14_lap9,driver14_lap10,driver15_lap1,driver15_lap2,driver15_lap3,driver15_lap4,driver15_lap5,driver15_lap6,driver15_lap7,driver15_lap8,driver15_lap9,driver15_lap10,driver16_lap1,driver16_lap2,driver16_lap3,driver16_lap4,driver16_lap5,driver16_lap6,driver16_lap7,driver16_lap8,driver16_lap9,driver16_lap10,driver17_lap1,driver17_lap2,driver17_lap3,driver17_lap4,driver17_lap5,driver17_lap6,driver17_lap7,driver17_lap8,driver17_lap9,driver17_lap10,driver18_lap1,driver18_lap2,driver18_lap3,driver18_lap4,driver18_lap5,driver18_lap6,driver18_lap7,driver18_lap8,driver18_lap9,driver18_lap10,driver19_lap1,driver19_lap2,driver19_lap3,driver19_lap4,driver19_lap5,driver19_lap6,driver19_lap7,driver19_lap8,driver19_lap9,driver19_lap10,driver20_lap1,driver20_lap2,driver20_lap3,driver20_lap4,driver20_lap5,driver20_lap6,driver20_lap7,driver20_lap8,driver20_lap9,driver20_lap10,driver21_lap1,driver21_lap2,driver21_lap3,driver21_lap4,driver21_lap5,driver21_lap6,driver21_lap7,driver21_lap8,driver21_lap9,driver21_lap10,driver22_lap1,driver22_lap2,driver22_lap3,driver22_lap4,driver22_lap5,driver22_lap6,driver22_lap7,driver22_lap8,driver22_lap9,driver22_lap10,driver23_lap1,driver23_lap2,driver23_lap3,driver23_lap4,driver23_lap5,driver23_lap6,driver23_lap7,driver23_lap8,driver23_lap9,driver23_lap10,driver24_lap1,driver24_lap2,driver24_lap3,driver24_lap4,driver24_lap5,driver24_lap6,driver24_lap7,driver24_lap8,driver24_lap9,driver24_lap10
157,99573,97583,97625,97758,97657,97792,97831,97691,97889,97995,104213,99276,99748,98830,98862,98414,98494,98356,98414,97863,105614,100439,100379,98750,98630,98955,99187,98865,98738,98721,106036,100737,100400,99170,98848,98728,99040,98896,99030,98972,104522,100282,99868,98926,98996,98692,99092,98778,98102,98536,103211,100453,99356,98421,98463,98226,98444,98503,98016,97551,105309,100376,108061,100664,100433,101491,99182,99034,98962,98590,108623,100721,100794,99823,100014,99966,100264,100117,99608,99579,113794,103435,102420,101846,101386,103000,101499,101913,101908,101640,110776,101299,102321,101157,100299,102897,101083,99998,99606,99037,107817,100144,100382,99786,99691,99890,99639,99547,99507,99472,109511,101046,101495,100225,100347,0,0,0,0,0,112899,102833,101952,102000,102157,103230,101726,102090,101636,101682,121968,102081,102682,101387,102111,102654,101838,101885,101864,100955,110936,101772,102163,101550,100398,102444,101204,100392,99689,99532,109215,100980,101463,99991,100699,0,0,0,0,0,110327,101202,101412,100918,100369,104002,100289,100081,99325,99330,112099,102685,102136,101914,101399,102469,101267,101478,101185,100791,117443,104198,105293,104801,104415,105281,104768,104658,104047,104211,113621,103324,102212,102687,101849,102934,101485,101712,102052,101639,112561,103460,134013,127961,99516,99704,99534,99716,99471,99209,114251,103705,102677,102429,101961,102520,101641,101907,101475,101423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,118216,165384,156621,154379,149435,95279,94206,94433,96502,164152,113461,166898,156917,153473,151478,93864,92789,92104,101468,164261,153633,197948,101244,154279,144125,97793,95634,94068,99852,153778,115949,166904,156565,153477,150465,97537,93604,94335,97747,162726,121663,165307,157864,153725,148814,98040,97357,95197,106827,148831,128318,163142,157048,154135,146808,100945,95999,96473,104904,165281,114415,167171,156307,153717,151270,96267,94233,94283,0,0,119827,165451,156914,154170,149975,98126,95799,95921,101739,153756,120772,165181,156976,154508,149380,98250,99368,97408,103573,148872,451291,153244,146277,100663,95937,96512,132782,121507,154988,98703,1174484,140536,139254,99047,96963,95444,95178,95052,102885,95795,124624,165401,157219,154028,147802,103448,102157,98867,101572,142203,123286,165109,157288,153865,148304,98904,98696,97889,106559,145911,323440,127029,153355,145706,101145,96221,96764,104832,146685,155882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,124106,129417,99737,101256,100975,100949,101824,100770,100913,101289,106902,101294,101090,101112,101411,100903,101230,100791,100367,100818,111092,103291,102576,102569,102518,101905,102025,101926,102087,101455,110247,102881,102675,102615,102432,101937,101971,102077,101685,102127,108335,102190,101496,101602,101557,101061,101534,101316,100825,100879,116109,102549,103503,101166,101974,102347,101209,100937,105725,116076,111402,103408,102823,102783,102491,102377,101955,101803,102169,102009,119781,104754,103203,102851,103645,103845,104102,104514,102824,103392,114682,125269,344193,102733,102814,103044,103540,103451,103716,102936,115556,125416,142802,103278,103958,104463,104220,104339,105036,105015,120559,105909,103700,103760,103883,103887,103846,103943,103845,104068,120956,105950,103886,103671,103908,104505,103644,103755,103567,0,113379,104873,104601,105170,104372,103702,105192,109023,136886,0,112242,103437,103363,102834,102876,102581,103009,102435,102447,102401,121280,109613,104607,103453,103475,103608,103990,103408,103638,104813,120599,106962,103751,103743,103664,104385,143079,150978,102244,103366,273634,101986,102629,103819,103080,103441,103186,103764,103093,103300,119315,103393,102727,102988,104513,104625,104099,104359,102616,103593,121810,109695,105523,105242,104763,104774,105309,105659,105341,104730,121898,110201,105832,104752,105128,105201,105755,105167,104926,104857,114779,103748,104418,102129,102259,101855,102041,102385,102110,102435,120032,103819,102666,102598,104021,103377,102125,102138,101928,101700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,83303,77552,77226,77263,77375,77535,77601,78094,77480,77319,87093,77857,78107,77310,77404,76814,76881,77509,76891,76813,87064,79392,78794,78697,78752,79153,79128,79353,78782,79314,88077,79190,79283,79677,78437,78610,78916,79513,78676,79360,84866,78308,78461,78023,78037,79311,78116,78931,77647,77644,108220,111934,78107,78715,78612,78626,78089,78078,78114,78231,88806,79443,79531,79642,79321,78859,79193,79823,79255,80136,89772,79891,79363,79551,79674,79248,79902,79995,79336,79512,110288,122752,77511,77885,77870,78217,0,0,0,0,96161,79389,79276,79382,81544,80023,80238,79761,80080,78730,92748,79472,79890,79647,82314,79426,78819,79548,79498,79354,94794,78818,79648,79616,82582,79880,79968,80277,79946,80044,85334,78854,78827,79733,78732,79013,78875,79174,78899,79262,85823,79004,79136,79169,78946,79230,78876,79370,79133,79392,90970,79817,79881,79766,83250,79670,80276,80772,79411,79605,91607,79844,80205,79925,81382,79277,79676,79405,79784,79508,93634,78850,79914,79809,81979,79798,79714,79201,78885,79470,95435,79554,79224,79391,81264,79958,79747,80056,79559,79542,98472,79912,79352,79914,80468,80306,80095,80574,80710,79643,96907,79718,79433,79406,81233,80656,80117,80298,79951,80087,92103,79490,79189,79667,81498,79345,78913,79690,79103,79198,115791,131171,79449,78587,78347,79067,79477,79019,79134,79225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,88129,86857,86561,86525,86424,86261,86625,86302,86183,85945,90242,87564,87459,87646,87398,87071,87190,86800,86645,86798,92674,88840,88647,88507,88509,88624,88617,88653,88269,88062,91804,88426,88274,88224,88174,87887,87943,87992,88473,87945,89464,87270,87112,87522,87193,87157,87091,86798,87353,86923,91341,88298,88060,88460,87784,88083,87725,87705,87863,87282,94307,89016,88788,88725,88747,89186,88263,88384,88441,88485,94734,88985,88834,88730,88665,89319,88185,88531,88335,88452,99192,90645,90845,90732,90132,90316,90446,90244,89721,89503,96475,91823,90220,90158,108196,0,0,0,0,0,95192,89713,88964,89101,88844,88782,88829,88614,88343,87898,95795,89757,89079,89009,89101,88764,88603,88846,88605,87901,93324,89117,88390,88805,88466,88813,88522,88786,88599,88399,93736,89115,88603,88938,88835,88865,88358,88477,88441,88462,99009,92053,91100,90374,90482,90699,90657,90415,90280,89780,100463,91839,91169,90706,90732,90221,90240,91299,90103,90018,97105,90211,89520,89048,88910,88645,88677,89307,88439,89372,98426,90883,90783,90407,90369,90050,88786,88518,88373,88228,99567,91748,91107,90802,90534,90619,90475,91204,90071,89670,97445,91272,91060,90357,90314,90812,90632,89989,89898,89539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,85460,82334,82966,83168,82534,82531,82756,83447,82342,82299,89765,83718,83953,83920,84169,84304,84002,84171,84148,84103,88602,83676,83524,107667,0,0,0,0,0,0,87019,83048,83359,83433,83672,83571,83785,83975,83823,83533,87987,83473,83170,83736,83634,84635,84004,83904,83798,83531,91005,84173,84036,84112,84151,84195,84452,84326,84195,84157,91430,84508,84054,84200,84550,84451,84646,84443,84492,84137,93382,84923,84493,85634,102599,0,0,0,0,0,93965,84993,84669,85337,84402,84476,84566,84969,84908,84198,94862,85440,85061,86208,84632,84982,84430,84530,84777,84618,92939,84850,84531,85631,84588,84314,84326,84886,84584,84265,90376,83865,83931,84072,84081,84342,84215,84355,84358,84056,89178,83583,83797,83535,84372,83997,84241,84275,84245,83808,96435,85971,85944,86674,85343,85262,85552,85174,84944,84820,97068,85944,0,0,0,0,0,0,0,0,92570,84867,84650,85090,84725,84352,84334,84937,84457,84129,94354,85430,84932,85461,84906,84516,85005,84694,84771,84440,95321,85509,105652,108042,83055,83901,83797,83991,83866,84063,95660,85624,85353,85989,84625,84813,84837,84754,84774,84452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,78058,72846,71347,71092,70947,70741,70728,70424,70375,70292,77605,72412,71129,71161,70870,71123,70747,70218,70248,70457,82736,75041,74634,74034,74065,74047,73656,73762,73370,73598,83131,75069,74679,74088,74028,0,0,0,0,0,80884,73331,72694,72473,72732,72269,72237,72037,72124,72200,81535,73665,73321,73175,73250,73180,73005,73354,72482,72368,80349,76735,74311,74111,74110,73958,73351,73036,72941,73307,84962,74854,74610,74296,74155,74052,94696,0,0,0,86293,75483,74079,74496,73790,73962,75579,73723,73841,74276,88195,76439,75946,74694,74480,74247,75191,75098,74026,73811,89018,75308,74772,74391,74317,73667,74662,72224,73043,72457,87709,76502,75552,74750,74168,74468,75133,73964,74143,73692,86517,77093,75313,74373,74437,74952,75060,73868,74048,73881,84509,74807,74684,74397,74033,73969,73669,73603,73557,73395,88633,76611,76156,74744,74617,74610,74803,74624,74463,74141,92491,74343,75608,74742,73966,74744,74562,74774,74357,74306,85905,81891,0,0,0,0,0,0,0,0,89911,76087,76195,77587,75094,74972,75474,75134,75154,75025,90200,76402,76741,75397,74508,74737,74376,74517,74368,74173,83553,75327,74601,74190,74106,73873,73572,73629,73642,73274,87262,75801,75172,74390,74291,74292,74779,74842,73945,74001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,89286,82602,81967,82292,82676,83286,83987,85068,84580,83973,92281,84094,82855,82647,82902,83308,83924,83830,84103,84172,87466,82666,82184,82092,83003,83600,84198,85140,84478,83679,91797,83425,82886,83002,83090,83486,83816,83785,84239,83654,89925,82672,82578,81921,82545,83069,83999,85043,84506,84040,88585,82551,82045,82450,82620,83367,84035,85168,84497,83984,99358,85201,85290,84758,84382,84279,83395,83609,83493,84289,97584,85057,85332,84153,84115,84161,83495,83587,83686,83405,95947,85336,84306,84124,83788,83296,83114,83029,82655,83368,96610,85394,84970,84062,83793,83858,84160,83571,83548,83256,236214,84064,83700,84402,84117,83941,83622,83607,83736,83426,100229,85326,84931,84866,84369,84243,84209,83267,83324,83858,91124,82984,82484,82686,82708,83183,83578,85081,84659,83945,100788,85212,85091,84909,84620,96729,86424,82941,82960,84112,104358,88308,85104,84524,84309,84624,85293,85149,85238,84916,103046,86463,85450,85495,84463,84344,84039,83674,83548,83356,95430,85421,84164,83931,83581,83114,83092,83113,82836,83651,98159,85388,85450,84313,84320,84018,83587,83371,83508,83074,105363,88168,86242,85014,85086,84368,84072,84578,85109,85249,101918,84883,84727,84949,84717,84547,83608,83464,83298,83347,93164,84093,83210,83184,83141,83367,83840,83369,83792,84340,94048,84276,83167,83068,83052,83178,83819,83790,84024,83874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,85489,79736,78412,78255,78287,78894,78111,78160,78221,78330,84095,78748,77915,77796,77747,78070,77216,78122,78275,77838,87614,80410,79951,79802,79661,79212,79252,79369,79587,79568,86316,79730,79339,79060,79679,79184,79782,79214,79109,78909,86806,79599,79756,79566,79221,78980,79725,79224,79307,78930,84152,79575,78135,77923,78012,78130,78606,78548,77963,78522,89134,80108,79864,79757,80072,79642,79591,79418,79494,79467,93071,82532,81167,80321,80983,80841,81237,81659,79987,79240,89551,80313,80150,80380,80547,80033,80078,79951,79723,79243,93901,81682,80287,80723,80956,80675,80691,81195,79264,79108,92157,81604,80459,80622,80084,81762,82072,82371,0,0,92309,81899,80763,81540,80977,81243,81096,82206,81209,81778,90264,80544,80337,80211,80457,80456,81067,80156,80486,80035,91263,80693,79923,80620,80041,80873,80808,80457,80334,80355,93758,83198,81591,82814,81845,81509,80944,81012,81035,80635,189355,83025,79705,82773,80007,79844,80701,80303,80622,80241,96746,81351,81735,82963,81500,81101,81393,81638,82039,80371,94580,82580,81466,80064,80344,80376,80939,81914,81055,80337,97592,82626,81419,82594,81518,81460,81724,81890,81337,81404,96971,82623,81581,82278,81616,81425,81374,81126,81793,81147,93233,81897,80035,80685,79473,80457,79716,79701,80358,80159,95599,82071,81692,83148,80968,81629,81136,81156,81130,80710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,104278,94973,95476,93565,94063,93796,93733,93904,93863,93966,101301,95376,94475,94304,94311,94567,94130,93951,94158,94154,105010,97548,96375,96319,96363,96599,96125,95910,96010,95580,105268,97693,96935,96606,96264,96500,96237,96389,95752,96040,102382,96473,96964,96562,96775,96198,96099,96009,95797,95733,104722,96899,95964,96459,96831,96526,95924,96244,95644,95867,106873,98472,97930,97760,97505,96752,96704,97054,96606,97149,106365,98427,97856,97947,97122,96844,96776,96774,96441,96422,132093,125472,97011,98270,98017,97850,98399,99100,97892,98380,138235,174237,99280,98730,98796,98310,98082,99710,97799,98290,112215,99062,98634,99283,98593,98186,97110,96746,96432,97105,108837,99243,97109,97354,97621,98511,97537,97423,96984,96973,105797,98285,97597,96136,102566,96622,96922,96723,96715,95054,105498,97868,97197,96533,96383,96395,96331,96804,95348,95670,109752,100401,99139,99050,99073,99673,98802,98565,98437,97610,111523,100594,99414,99623,98889,98522,98140,98124,98514,97765,111098,98419,98536,98243,98288,97283,97453,97497,97806,95712,110681,97728,99223,98225,98206,97136,97581,97339,97986,98483,111935,100881,100800,99190,99324,100033,103588,112169,98321,98539,111039,99920,99743,99863,98862,98579,105368,98411,98353,98369,108427,99203,99526,98193,98067,108018,97752,97369,97723,97739,107834,98172,97882,97709,97715,97274,96829,96847,96773,97377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,90054,87534,85646,84921,85676,89324,88334,87733,86244,87358,98214,89190,88212,86831,85273,87875,86385,87491,85720,87434,92224,87875,88090,86428,86182,88226,87856,88028,86734,87490,91501,87916,86908,85678,85409,88332,87485,87815,85908,87313,91078,88228,88406,86380,86098,88304,87724,87667,86704,87646,88938,87039,85935,85546,85962,89196,88675,87612,86198,87441,96337,89862,88769,87247,87698,90426,91171,90308,90725,89057,105812,89124,87387,87347,89891,90200,89346,88591,88820,88776,99296,90138,89028,88840,91426,89760,88659,88657,89266,89866,98777,90011,88985,88980,87817,89261,90100,90429,89353,89472,95076,89325,88116,86666,86700,90685,89455,89899,88150,88400,96549,89876,89117,89616,87335,89771,89634,90514,88508,89216,92819,88002,88029,86601,86519,88573,88052,88153,87007,87987,93446,88460,87863,86783,86074,88673,88062,88042,87308,87775,97838,90359,89099,88644,87781,89623,89723,91097,89223,89302,101090,90560,88870,88531,90203,89980,89428,88686,89990,89436,99779,89975,89174,88653,88906,88111,88863,89585,88966,88669,97186,89981,89097,88003,87328,89194,89214,89667,88340,88351,100485,90060,88983,88752,90039,89184,88321,89311,89285,0,94155,88941,88307,86723,86841,90735,89865,95770,88983,89430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,78433,77047,77763,76597,76903,76564,76523,76310,76512,76448,79623,77527,77656,77255,77148,77008,76748,76663,76530,76389,78711,77143,77857,76820,76642,76620,76756,76451,76401,76616,79244,77376,77737,77266,77049,76957,76521,76483,76566,76474,78032,76883,77805,76543,76836,76497,76367,76299,76550,76481,83180,78414,78174,77933,77559,77686,77601,77504,77682,77489,80602,77755,77765,77649,77927,77460,80695,85827,78010,81486,87711,79088,79923,77829,77738,77565,77810,79007,77905,78383,84606,78829,78236,78265,78046,77788,78004,78222,78213,78286,119232,171094,76580,76278,76673,76747,76895,77505,79125,76871,81247,77697,77706,77901,77737,77432,77580,76379,76826,76777,80092,77580,77636,77484,77053,77034,76978,76775,76906,76528,82763,78245,77631,77540,77546,77429,77465,76878,77382,77473,86928,79463,77950,77683,78010,78054,78211,78370,78039,78578,86383,79415,81333,79987,79422,79978,79388,85325,79893,80113,85128,78788,78547,78306,78319,78017,78108,78239,78261,78489,83671,78475,78245,78044,77814,78033,78136,78130,78290,78287,84129,78647,78424,78129,77864,77920,78013,78144,78321,78162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,82753,78884,78090,78193,77879,78214,78198,78298,78579,78320,84874,79961,78788,78874,78545,78633,78414,78794,78475,78440,88635,80016,80060,80243,80165,80223,80186,80719,80925,81239,86007,79446,79462,79388,79244,79905,80048,79450,79787,80537,84374,79818,78413,78738,78520,78720,78553,78637,78288,78515,86825,79354,79301,79193,79965,79639,79711,79653,79528,80573,90929,81038,80382,80206,79494,80866,80657,79915,80266,80745,90470,81042,80102,79665,80205,80995,80371,80150,80685,80354,89308,80359,80204,80081,80198,80786,80236,80177,80484,81157,91475,82598,80782,80694,80409,81134,80519,80489,80406,80182,91900,81412,80691,80960,80282,81099,80538,80138,80491,80095,89778,80569,80393,79841,80403,80988,80442,80017,80357,80711,87819,79932,80468,80300,80101,80076,80406,80793,80955,81191,90135,80774,80653,82164,80999,83532,85955,81876,83987,83201,93127,81756,80737,80547,80618,87985,80991,81146,81287,80036,315810,82579,86701,80468,80396,80387,80595,80804,80851,82867,93431,82303,81211,80319,80344,82042,81245,80227,80628,79963,94624,82126,81206,80767,80347,81749,81572,80655,80635,80224,93893,82270,82214,81208,80425,81227,83748,81191,80720,80364,92523,81940,82092,81501,80579,81827,81321,80400,80790,80027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,84144,79306,78957,78613,79273,79041,78556,78415,79060,78196,83604,79065,78977,78550,79203,78744,78892,78396,78727,78317,91457,80854,80995,81164,81059,80929,80629,80484,80050,80168,89703,81454,80749,80811,80377,80848,80572,80544,80225,80333,86006,80022,79821,79771,79978,79657,79682,79380,79107,78916,89517,81389,80731,80808,80134,80844,80362,80390,80388,80408,91260,81846,81046,81084,81119,80764,80949,80534,80287,80867,87586,80260,80382,80285,80337,80445,80662,80149,80142,79837,86594,80330,80631,79745,80244,80186,80053,79732,79900,80080,93953,82337,81493,81427,80573,80874,80808,80855,81248,80433,92584,81662,81350,80933,80903,81127,80895,80621,80793,80382,96273,83182,82077,81829,81974,81908,81746,81610,81321,82530,90643,81269,80990,81139,80955,80540,80663,80159,80348,80139,88737,80769,80490,80777,80489,80836,80608,80329,80530,80265,93595,81978,81710,81034,80244,80745,81206,80815,81165,79799,95063,83120,81849,81860,81614,81728,81771,81416,81038,81182,96877,83411,82276,83253,81349,81442,82121,82141,81394,81662,95949,82981,82126,81890,81921,81841,81669,81520,81227,81715,94503,82740,82149,81488,81844,81731,81695,81411,80884,81024,95386,83204,82025,81925,81822,81821,81693,81572,81166,81518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,112703,109446,109066,109193,108995,108965,108752,108347,108243,108146,114958,109640,109480,109114,109273,109657,109368,109344,109266,109309,117067,111345,111406,110587,110808,110747,110526,110369,110476,110640,115972,111872,110866,110749,110818,110574,110549,110640,110401,110502,117642,111516,111364,111387,110910,110839,110896,110649,110742,110783,116574,110733,110413,110695,110479,110558,110513,110578,110645,110391,123035,112801,112424,112425,113369,112051,112247,112645,112423,112016,123556,112744,112383,112278,111669,112106,112466,111720,111405,111322,122054,112549,112424,112163,112567,111823,112550,114182,112254,111755,123966,112927,112448,112265,113158,111909,112362,112450,112484,112472,122359,112818,112162,112188,112577,111682,112547,111361,111215,111377,124309,113481,112110,112557,112827,112441,112404,112217,112615,112511,118200,111621,111700,111438,110833,110988,110601,110828,110648,110872,119680,111808,111776,111566,111540,111223,111405,111324,111281,111287,119322,111666,111659,111416,111437,111337,111406,111303,111141,111588,120870,111953,112152,111842,111692,111781,112416,111896,111793,111720,125121,113474,112743,112697,112929,112884,112784,113361,113126,112376,124813,113440,112469,112661,0,0,0,0,0,0,120264,111817,111783,111814,111654,112195,111679,111963,111858,111250,121343,112357,112220,112042,112144,111700,111778,111909,112308,112035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,90849,86449,86000,86248,86587,85614,85350,85632,85115,85131,89893,86554,85612,86484,84345,84229,84142,83937,84023,83997,105188,120761,88389,86858,86830,86572,86577,86556,86792,86705,92218,87430,88087,87371,87423,86934,86773,86761,86857,86499,88790,86230,85717,88309,0,0,0,0,0,0,89365,86639,85735,86612,87740,87228,86535,86843,86417,86021,97337,86530,87028,87277,87991,87401,87454,87571,87461,87634,98833,88692,88506,88294,88565,88212,88087,88740,88246,87845,100182,89367,88341,88797,88214,88131,88116,88331,88116,88151,100676,89588,89051,88666,88922,88456,88191,88420,88422,96909,97037,88663,89078,88790,88431,88387,88087,88288,87761,87972,94406,87576,87929,87596,87777,87507,87012,87221,87612,87156,98074,87843,86877,86764,87390,87160,87274,87478,87497,87849,98874,87549,88507,87086,87736,87439,87207,87192,87304,87202,92789,87570,88129,87333,88108,86923,86774,86762,86727,87003,99488,88946,88706,88417,87986,88260,88072,88496,88262,87684,100989,90796,90528,88874,88823,88676,88729,88446,88243,89079,100737,91075,88897,88393,88282,88675,88721,88159,88158,88227,93836,87590,88032,87545,87873,87430,88126,87240,87780,87570,93200,87818,87815,87646,88076,87230,87231,87468,87569,87280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,79324,74131,74604,74229,74716,74325,74461,74708,74548,74559,80231,74448,74530,74403,74540,74326,74483,74495,74642,74494,81579,74879,74995,75232,75249,75089,75655,75552,75485,75542,84355,75655,75199,75703,75624,75580,75530,75446,75583,75502,83160,187383,80342,74414,75304,75135,75343,75708,75559,75450,83201,78581,75450,76053,75616,75846,75669,75790,75690,76181,85604,77035,75920,76091,76149,76000,76448,76205,76214,76425,86676,77271,76325,76267,76441,76622,79977,77059,76866,76966,86270,76971,75969,76251,76166,76403,76532,76371,76756,76875,87730,76765,76261,76324,76318,76490,78316,76401,76313,76627,84742,76552,75241,75565,75676,75399,75492,75416,75684,75330,89703,78183,77113,77722,76887,77528,77188,77198,78029,76827,83620,74819,75124,74991,75008,75150,75398,75336,75298,75504,86994,77785,76218,76443,76549,76359,76190,75886,75934,76622,88956,78538,77094,77602,77106,77468,77293,76988,78042,76973,91376,78085,77668,77306,77423,77368,77685,77376,77448,77247,90719,78150,77238,77769,77480,77344,77589,77610,77076,77565,90511,77897,77214,77657,77148,77337,77438,77362,77435,77223,88990,77182,76883,76767,75976,76050,77945,77201,76944,76979,88167,77613,77115,78573,77057,77079,77293,77487,77574,77280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
