copy_id,driver1_coef,driver2_coef,driver3_coef,driver4_coef,driver5_coef,driver6_coef,driver7_coef,driver8_coef,driver9_coef,driver10_coef,driver11_coef,driver12_coef,driver13_coef,driver14_coef,driver15_coef,driver16_coef,driver17_coef,driver18_coef,driver19_coef,driver20_coef,driver21_coef,driver22_coef,driver23_coef,driver24_coef,driver1_lap_10,driver2_lap_10,driver3_lap_10,driver4_lap_10,driver5_lap_10,driver6_lap_10,driver7_lap_10,driver8_lap_10,driver9_lap_10,driver10_lap_10,driver11_lap_10,driver12_lap_10,driver13_lap_10,driver14_lap_10,driver15_lap_10,driver16_lap_10,driver17_lap_10,driver18_lap_10,driver19_lap_10,driver20_lap_10,driver21_lap_10,driver22_lap_10,driver23_lap_10,driver24_lap_10
1039_1,14.254668546584504,4.092726599204289,14.254668546584504,7.391607172517768,14.254668546584504,14.254668546584504,11.730605777899466,10.748454266369578,6.655736056444178,8.795379550385844,8.796104599193974,8.990510738773082,14.254668546584504,6.919267466526158,5.949614274396139,11.285785297654304,14.254668546584504,14.254668546584504,14.254668546584504,11.232359720709557,14.254668546584504,14.254668546584504,14.254668546584504,11.77524563433362,25,1,25,2,25,25,12,7,3,5,8,6,25,10,13,9,25,25,25,11,25,25,25,4
1039_2,14.254668546584504,10.748454266369578,14.254668546584504,14.254668546584504,14.254668546584504,14.254668546584504,6.919267466526158,5.949614274396139,14.254668546584504,14.254668546584504,8.795379550385844,14.254668546584504,7.391607172517768,11.285785297654304,8.990510738773082,14.254668546584504,6.655736056444178,11.232359720709557,14.254668546584504,14.254668546584504,4.092726599204289,11.77524563433362,11.730605777899466,8.796104599193974,25,7,25,25,25,25,10,13,25,25,5,25,2,9,6,25,3,11,25,25,1,4,12,8
103_0,10.5866277835417,16.757044288864623,7.947053211109463,9.444847910469132,16.757044288864623,16.757044288864623,4.920113830120085,6.540364180667332,6.919267466526158,16.757044288864623,8.09732420788157,8.928318462054811,16.757044288864623,6.863627615159878,16.757044288864623,9.060547849756858,14.220378281350827,16.757044288864623,16.757044288864623,4.405582358083191,7.765323463546142,10.58922453021397,11.912453990622186,10.170539344853951,8,25,11,12,25,25,4,3,2,25,9,7,25,1,25,15,16,25,25,6,13,10,14,5
103_1,16.757044288864623,9.060547849756858,16.757044288864623,8.09732420788157,9.444847910469132,16.757044288864623,7.947053211109463,10.58922453021397,4.405582358083191,6.540364180667332,4.920113830120085,10.170539344853951,16.757044288864623,6.863627615159878,6.919267466526158,8.928318462054811,16.757044288864623,16.757044288864623,16.757044288864623,11.912453990622186,16.757044288864623,10.5866277835417,14.220378281350827,7.765323463546142,25,15,25,9,12,25,11,10,6,3,4,5,25,1,2,7,25,25,25,14,25,8,16,13
103_2,16.757044288864623,10.58922453021397,16.757044288864623,14.220378281350827,9.444847910469132,16.757044288864623,6.863627615159878,6.919267466526158,16.757044288864623,10.5866277835417,6.540364180667332,16.757044288864623,8.09732420788157,8.928318462054811,10.170539344853951,16.757044288864623,4.405582358083191,11.912453990622186,16.757044288864623,16.757044288864623,9.060547849756858,7.765323463546142,7.947053211109463,4.920113830120085,25,10,25,16,12,25,1,2,25,8,3,25,9,7,5,25,6,14,25,25,15,13,11,4
1040_0,6.655736056444178,19.314117150985986,11.730605777899466,8.796104599193974,19.314117150985986,16.074699326471748,10.027317500522148,8.795379550385844,5.949614274396139,19.314117150985986,7.391607172517768,13.030428965422828,19.314117150985986,6.919267466526158,10.748454266369578,4.092726599204289,11.232359720709557,19.314117150985986,19.314117150985986,4.443479686368393,11.285785297654304,10.548045463965767,14.054949701312236,8.990510738773082,8,25,11,16,25,15,4,6,13,25,2,9,25,14,18,1,17,25,25,3,10,7,12,5
1040_1,19.314117150985986,4.092726599204289,19.314117150985986,7.391607172517768,8.796104599193974,10.748454266369578,11.730605777899466,10.548045463965767,4.443479686368393,8.795379550385844,10.027317500522148,8.990510738773082,16.074699326471748,6.919267466526158,5.949614274396139,13.030428965422828,19.314117150985986,19.314117150985986,19.314117150985986,14.054949701312236,19.314117150985986,6.655736056444178,11.232359720709557,11.285785297654304,25,1,25,2,16,18,11,7,3,6,4,5,15,14,13,9,25,25,25,12,25,8,17,10
1040_2,19.314117150985986,10.548045463965767,16.074699326471748,11.232359720709557,8.796104599193974,10.748454266369578,6.919267466526158,5.949614274396139,19.314117150985986,6.655736056444178,8.795379550385844,19.314117150985986,7.391607172517768,13.030428965422828,8.990510738773082,19.314117150985986,4.443479686368393,14.054949701312236,19.314117150985986,19.314117150985986,4.092726599204289,11.285785297654304,11.730605777899466,10.027317500522148,25,7,15,17,16,18,14,13,25,8,6,25,2,9,5,25,3,12,25,25,1,10,11,4
1041_0,14.054949701312236,10.748454266369578,11.730605777899466,10.548045463965767,19.159703872006688,11.232359720709557,4.443479686368393,10.579726257276144,5.949614274396139,16.074699326471748,8.990510738773082,7.391607172517768,19.159703872006688,6.919267466526158,8.796104599193974,4.092726599204289,6.655736056444178,19.159703872006688,19.159703872006688,11.285785297654304,13.030428965422828,10.027317500522148,8.374030007845443,8.795379550385844,10,19,18,13,25,15,3,16,11,17,4,1,25,20,5,2,8,25,25,14,12,7,9,6
1041_1,19.159703872006688,4.092726599204289,19.159703872006688,8.990510738773082,10.548045463965767,8.796104599193974,11.730605777899466,10.027317500522148,11.285785297654304,10.579726257276144,4.443479686368393,8.795379550385844,11.232359720709557,6.919267466526158,5.949614274396139,7.391607172517768,19.159703872006688,16.074699326471748,10.748454266369578,8.374030007845443,19.159703872006688,14.054949701312236,6.655736056444178,13.030428965422828,25,2,25,4,13,5,18,7,14,16,3,6,15,20,11,1,25,17,19,9,25,10,8,12
1041_2,19.159703872006688,10.027317500522148,11.232359720709557,6.655736056444178,10.548045463965767,8.796104599193974,6.919267466526158,5.949614274396139,19.159703872006688,14.054949701312236,10.579726257276144,19.159703872006688,8.990510738773082,7.391607172517768,8.795379550385844,10.748454266369578,11.285785297654304,8.374030007845443,19.159703872006688,16.074699326471748,4.092726599204289,13.030428965422828,11.730605777899466,4.443479686368393,25,7,15,8,13,5,20,11,25,10,16,25,4,1,6,19,14,9,25,17,2,12,18,3
1042_0,14.054949701312236,10.748454266369578,11.730605777899466,10.548045463965767,19.19340902890137,11.232359720709557,8.374030007845443,8.795379550385844,5.949614274396139,16.074699326471748,7.391607172517768,13.030428965422828,19.19340902890137,6.919267466526158,8.796104599193974,4.092726599204289,6.655736056444178,19.19340902890137,19.19340902890137,4.443479686368393,11.285785297654304,11.77524563433362,10.027317500522148,8.990510738773082,14,11,17,8,25,13,4,20,15,18,1,19,25,9,6,2,5,25,25,3,16,10,12,7
1042_1,19.19340902890137,4.092726599204289,19.19340902890137,7.391607172517768,10.548045463965767,8.796104599193974,11.730605777899466,11.77524563433362,4.443479686368393,8.795379550385844,8.374030007845443,8.990510738773082,11.232359720709557,6.919267466526158,5.949614274396139,13.030428965422828,19.19340902890137,16.074699326471748,10.748454266369578,10.027317500522148,19.19340902890137,14.054949701312236,6.655736056444178,11.285785297654304,25,2,25,1,8,6,17,10,3,20,4,7,13,9,15,19,25,18,11,12,25,14,5,16
1043_0,14.054949701312236,16.074699326471748,11.730605777899466,6.655736056444178,19.2696895583003,10.748454266369578,8.374030007845443,8.795379550385844,5.949614274396139,19.2696895583003,7.391607172517768,13.030428965422828,19.2696895583003,6.919267466526158,11.232359720709557,4.092726599204289,8.796104599193974,19.2696895583003,19.2696895583003,4.443479686368393,11.285785297654304,11.77524563433362,10.027317500522148,8.990510738773082,16,15,18,5,25,6,8,10,13,25,1,17,25,14,12,3,9,25,25,2,7,19,11,4
1043_1,19.2696895583003,4.092726599204289,19.2696895583003,7.391607172517768,6.655736056444178,11.232359720709557,11.730605777899466,11.77524563433362,4.443479686368393,8.795379550385844,8.374030007845443,8.990510738773082,10.748454266369578,6.919267466526158,5.949614274396139,13.030428965422828,19.2696895583003,19.2696895583003,16.074699326471748,10.027317500522148,19.2696895583003,14.054949701312236,8.796104599193974,11.285785297654304,25,3,25,1,5,12,18,19,2,10,8,4,6,14,13,17,25,25,15,11,25,16,9,7
1044_0,14.054949701312236,10.748454266369578,11.730605777899466,10.548045463965767,19.19340902890137,11.232359720709557,8.374030007845443,8.795379550385844,5.949614274396139,16.074699326471748,7.391607172517768,13.030428965422828,19.19340902890137,6.919267466526158,8.796104599193974,4.092726599204289,6.655736056444178,19.19340902890137,19.19340902890137,4.443479686368393,11.285785297654304,11.77524563433362,10.027317500522148,8.990510738773082,17,3,19,9,25,13,6,1,7,20,14,10,25,11,15,8,12,25,25,2,18,4,16,5
1044_2,19.19340902890137,11.77524563433362,11.232359720709557,6.655736056444178,10.548045463965767,8.796104599193974,6.919267466526158,5.949614274396139,19.19340902890137,14.054949701312236,8.795379550385844,19.19340902890137,7.391607172517768,13.030428965422828,8.990510738773082,10.748454266369578,4.443479686368393,10.027317500522148,19.19340902890137,16.074699326471748,4.092726599204289,11.285785297654304,11.730605777899466,8.374030007845443,25,4,13,12,9,15,11,7,25,17,1,25,14,10,5,3,2,16,25,20,8,18,19,6
1045_0,6.655736056444178,19.27372938371556,8.795379550385844,8.796104599193974,19.27372938371556,16.074699326471748,10.027317500522148,8.990510738773082,5.949614274396139,19.27372938371556,13.030428965422828,11.285785297654304,19.27372938371556,6.919267466526158,10.748454266369578,4.092726599204289,11.232359720709557,19.27372938371556,19.27372938371556,8.374030007845443,4.443479686368393,10.548045463965767,14.054949701312236,7.391607172517768,7,25,3,5,25,14,6,9,15,25,18,11,25,13,4,1,12,25,25,8,2,10,17,16
1045_1,19.27372938371556,4.092726599204289,19.27372938371556,13.030428965422828,8.796104599193974,10.748454266369578,8.795379550385844,10.548045463965767,8.374030007845443,8.990510738773082,10.027317500522148,7.391607172517768,16.074699326471748,6.919267466526158,5.949614274396139,11.285785297654304,19.27372938371556,19.27372938371556,19.27372938371556,14.054949701312236,19.27372938371556,6.655736056444178,11.232359720709557,4.443479686368393,25,1,25,18,5,4,3,10,8,9,6,16,14,13,15,11,25,25,25,17,25,7,12,2
1045_2,19.27372938371556,10.548045463965767,16.074699326471748,11.232359720709557,8.796104599193974,10.748454266369578,6.919267466526158,5.949614274396139,19.27372938371556,6.655736056444178,8.990510738773082,19.27372938371556,13.030428965422828,11.285785297654304,7.391607172517768,19.27372938371556,8.374030007845443,14.054949701312236,19.27372938371556,19.27372938371556,4.092726599204289,4.443479686368393,8.795379550385844,10.027317500522148,25,10,14,12,5,4,13,15,25,7,9,25,18,11,16,25,8,17,25,25,1,2,3,6
1046_0,11.232359720709557,22.405040250005708,8.990510738773082,10.748454266369578,22.405040250005708,17.043659659482596,14.054949701312236,7.391607172517768,8.795379550385844,22.405040250005708,11.285785297654304,8.374030007845443,22.405040250005708,5.949614274396139,18.849355351975674,6.919267466526158,16.074699326471748,22.405040250005708,22.405040250005708,11.77524563433362,10.027317500522148,8.796104599193974,10.548045463965767,13.030428965422828,1,25,4,11,25,17,15,2,12,25,5,3,25,10,18,16,14,25,25,6,8,9,7,13
1046_1,22.405040250005708,6.919267466526158,22.405040250005708,11.285785297654304,10.748454266369578,18.849355351975674,8.990510738773082,8.796104599193974,11.77524563433362,7.391607172517768,14.054949701312236,13.030428965422828,17.043659659482596,5.949614274396139,8.795379550385844,8.374030007845443,22.405040250005708,22.405040250005708,22.405040250005708,10.548045463965767,22.405040250005708,11.232359720709557,16.074699326471748,10.027317500522148,25,16,25,5,11,18,4,9,6,2,15,13,17,10,12,3,25,25,25,7,25,1,14,8
1046_2,22.405040250005708,8.796104599193974,17.043659659482596,16.074699326471748,10.748454266369578,18.849355351975674,5.949614274396139,8.795379550385844,22.405040250005708,11.232359720709557,7.391607172517768,22.405040250005708,11.285785297654304,8.374030007845443,13.030428965422828,22.405040250005708,11.77524563433362,10.548045463965767,22.405040250005708,22.405040250005708,6.919267466526158,10.027317500522148,8.990510738773082,14.054949701312236,25,9,17,14,11,18,10,12,25,1,2,25,5,3,13,25,6,7,25,25,16,8,4,15
1047_1,22.67006537610701,4.092726599204289,22.67006537610701,11.285785297654304,8.796104599193974,10.748454266369578,8.990510738773082,10.548045463965767,10.027317500522148,7.391607172517768,11.77524563433362,13.030428965422828,16.074699326471748,6.919267466526158,5.949614274396139,4.443479686368393,22.67006537610701,22.67006537610701,18.849355351975674,14.054949701312236,22.67006537610701,6.655736056444178,11.232359720709557,8.374030007845443,25,3,25,9,5,4,10,8,12,2,7,17,19,14,11,1,25,25,18,15,25,13,16,6
104_0,11.912453990622186,14.220378281350827,12.272513982860428,10.58922453021397,19.958984649197443,16.582442821463747,7.765323463546142,7.947053211109463,6.919267466526158,19.958984649197443,10.170539344853951,7.291152062868304,19.958984649197443,6.863627615159878,15.362302643031214,9.060547849756858,10.5866277835417,19.958984649197443,19.958984649197443,8.928318462054811,8.09732420788157,4.920113830120085,4.405582358083191,6.540364180667332,6,17,5,13,25,18,9,19,4,25,8,7,25,1,15,16,11,25,25,12,2,3,10,14
104_1,19.958984649197443,9.060547849756858,19.958984649197443,10.170539344853951,10.58922453021397,15.362302643031214,12.272513982860428,4.920113830120085,8.928318462054811,7.947053211109463,7.765323463546142,6.540364180667332,16.582442821463747,6.863627615159878,6.919267466526158,7.291152062868304,19.958984649197443,19.958984649197443,14.220378281350827,4.405582358083191,19.958984649197443,11.912453990622186,10.5866277835417,8.09732420788157,25,16,25,8,13,15,5,3,12,19,9,14,18,1,4,7,25,25,17,10,25,6,11,2
104_2,19.958984649197443,4.920113830120085,16.582442821463747,10.5866277835417,10.58922453021397,15.362302643031214,6.863627615159878,6.919267466526158,19.958984649197443,11.912453990622186,7.947053211109463,19.958984649197443,10.170539344853951,7.291152062868304,6.540364180667332,14.220378281350827,8.928318462054811,4.405582358083191,19.958984649197443,19.958984649197443,9.060547849756858,8.09732420788157,12.272513982860428,7.765323463546142,25,3,18,11,13,15,1,4,25,6,19,25,8,7,14,17,12,10,25,25,16,2,5,9
1051_0,6.655736056444178,18.428150193558192,5.949614274396139,8.796104599193974,22.385147137180834,13.130859097696018,11.77524563433362,8.795379550385844,6.919267466526158,15.69617229733342,7.391607172517768,4.443479686368393,22.385147137180834,6.863627615159878,16.074699326471748,4.092726599204289,11.232359720709557,22.385147137180834,22.385147137180834,10.027317500522148,8.374030007845443,10.548045463965767,14.054949701312236,8.990510738773082,11,18,15,5,25,20,10,6,19,17,9,2,25,3,16,1,14,25,25,7,8,4,13,12
1051_1,22.385147137180834,4.092726599204289,22.385147137180834,7.391607172517768,8.796104599193974,16.074699326471748,5.949614274396139,10.548045463965767,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,13.130859097696018,6.863627615159878,6.919267466526158,4.443479686368393,22.385147137180834,15.69617229733342,18.428150193558192,14.054949701312236,22.385147137180834,6.655736056444178,11.232359720709557,8.374030007845443,25,1,25,9,5,16,15,4,7,6,10,12,20,3,19,2,25,17,18,13,25,11,14,8
1052_0,6.655736056444178,15.69617229733342,5.949614274396139,8.796104599193974,19.579907013107405,13.130859097696018,11.77524563433362,8.795379550385844,6.919267466526158,19.579907013107405,7.391607172517768,4.443479686368393,19.579907013107405,6.863627615159878,16.074699326471748,4.092726599204289,11.232359720709557,19.579907013107405,19.579907013107405,10.027317500522148,8.374030007845443,10.548045463965767,14.054949701312236,8.990510738773082,5,18,15,4,25,14,7,12,11,25,3,1,25,8,17,2,16,25,25,13,9,19,10,6
1052_1,19.579907013107405,4.092726599204289,19.579907013107405,7.391607172517768,8.796104599193974,16.074699326471748,5.949614274396139,10.548045463965767,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,13.130859097696018,6.863627615159878,6.919267466526158,4.443479686368393,19.579907013107405,19.579907013107405,15.69617229733342,14.054949701312236,19.579907013107405,6.655736056444178,11.232359720709557,8.374030007845443,25,2,25,3,4,17,15,19,13,12,7,6,14,8,11,1,25,25,18,10,25,5,16,9
1053_0,6.655736056444178,15.69617229733342,5.949614274396139,8.796104599193974,22.21057185184466,18.428150193558192,11.77524563433362,8.795379550385844,6.919267466526158,22.21057185184466,7.391607172517768,4.443479686368393,22.21057185184466,6.863627615159878,13.130859097696018,4.092726599204289,11.232359720709557,22.21057185184466,22.21057185184466,10.027317500522148,8.374030007845443,10.548045463965767,14.054949701312236,8.990510738773082,3,19,16,6,25,18,9,4,12,25,10,1,25,17,14,2,11,25,25,15,7,8,13,5
1053_1,22.21057185184466,4.092726599204289,22.21057185184466,7.391607172517768,8.796104599193974,13.130859097696018,5.949614274396139,10.548045463965767,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,18.428150193558192,6.863627615159878,6.919267466526158,4.443479686368393,22.21057185184466,22.21057185184466,15.69617229733342,14.054949701312236,22.21057185184466,6.655736056444178,11.232359720709557,8.374030007845443,25,2,25,10,6,14,16,8,15,4,9,5,18,17,12,1,25,25,19,13,25,3,11,7
1053_2,22.21057185184466,10.548045463965767,18.428150193558192,11.232359720709557,8.796104599193974,13.130859097696018,6.863627615159878,6.919267466526158,22.21057185184466,6.655736056444178,8.795379550385844,22.21057185184466,7.391607172517768,4.443479686368393,8.990510738773082,15.69617229733342,10.027317500522148,14.054949701312236,22.21057185184466,22.21057185184466,4.092726599204289,8.374030007845443,5.949614274396139,11.77524563433362,25,8,18,11,6,14,17,12,25,3,4,25,10,1,5,19,15,13,25,25,2,7,16,9
1054_0,8.796104599193974,15.69617229733342,8.795379550385844,11.232359720709557,22.4286423046658,18.428150193558192,14.054949701312236,8.990510738773082,5.949614274396139,22.4286423046658,4.443479686368393,8.374030007845443,22.4286423046658,6.863627615159878,13.130859097696018,4.092726599204289,16.074699326471748,22.4286423046658,22.4286423046658,11.77524563433362,10.027317500522148,6.655736056444178,10.548045463965767,7.391607172517768,4,18,5,15,25,19,12,11,10,25,2,6,25,13,16,3,17,25,25,14,8,7,9,1
1054_2,22.4286423046658,6.655736056444178,18.428150193558192,16.074699326471748,11.232359720709557,13.130859097696018,6.863627615159878,5.949614274396139,22.4286423046658,8.796104599193974,8.990510738773082,22.4286423046658,4.443479686368393,8.374030007845443,7.391607172517768,15.69617229733342,11.77524563433362,10.548045463965767,22.4286423046658,22.4286423046658,4.092726599204289,10.027317500522148,8.795379550385844,14.054949701312236,25,7,19,17,15,16,13,10,25,4,11,25,2,6,1,18,14,9,25,25,3,8,5,12
1055_0,6.655736056444178,15.69617229733342,5.949614274396139,8.796104599193974,22.418362240031218,18.428150193558192,11.77524563433362,8.795379550385844,6.919267466526158,22.418362240031218,7.391607172517768,4.443479686368393,22.418362240031218,6.863627615159878,16.074699326471748,4.092726599204289,11.232359720709557,22.418362240031218,22.418362240031218,10.027317500522148,8.374030007845443,10.548045463965767,14.054949701312236,8.990510738773082,3,15,12,9,25,16,11,6,14,25,4,1,25,10,18,2,17,25,25,7,8,13,19,5
1055_1,22.418362240031218,4.092726599204289,22.418362240031218,7.391607172517768,8.796104599193974,16.074699326471748,5.949614274396139,10.548045463965767,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,18.428150193558192,6.863627615159878,6.919267466526158,4.443479686368393,22.418362240031218,22.418362240031218,15.69617229733342,14.054949701312236,22.418362240031218,6.655736056444178,11.232359720709557,8.374030007845443,25,2,25,4,9,18,12,13,7,6,11,5,16,10,14,1,25,25,15,19,25,3,17,8
1055_2,22.418362240031218,10.548045463965767,18.428150193558192,11.232359720709557,8.796104599193974,16.074699326471748,6.863627615159878,6.919267466526158,22.418362240031218,6.655736056444178,8.795379550385844,22.418362240031218,7.391607172517768,4.443479686368393,8.990510738773082,15.69617229733342,10.027317500522148,14.054949701312236,22.418362240031218,22.418362240031218,4.092726599204289,8.374030007845443,5.949614274396139,11.77524563433362,25,13,16,17,9,18,10,14,25,3,6,25,4,1,5,15,7,19,25,25,2,8,12,11
1056_1,22.416587583998812,4.092726599204289,22.416587583998812,7.391607172517768,11.232359720709557,13.130859097696018,5.949614274396139,10.548045463965767,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,18.428150193558192,6.863627615159878,6.919267466526158,4.443479686368393,22.416587583998812,22.416587583998812,15.69617229733342,14.054949701312236,22.416587583998812,8.796104599193974,16.074699326471748,8.374030007845443,25,6,25,2,15,17,7,5,10,8,11,13,19,14,12,1,25,25,18,9,25,4,16,3
1056_2,22.416587583998812,10.548045463965767,18.428150193558192,16.074699326471748,11.232359720709557,13.130859097696018,6.863627615159878,6.919267466526158,22.416587583998812,8.796104599193974,8.795379550385844,22.416587583998812,7.391607172517768,4.443479686368393,8.990510738773082,15.69617229733342,10.027317500522148,14.054949701312236,22.416587583998812,22.416587583998812,4.092726599204289,8.374030007845443,5.949614274396139,11.77524563433362,25,5,19,16,15,17,14,12,25,4,8,25,2,1,13,18,10,9,25,25,6,3,7,11
1057_0,8.796104599193974,15.69617229733342,5.949614274396139,11.232359720709557,22.493482433457586,18.428150193558192,14.054949701312236,8.795379550385844,6.919267466526158,22.493482433457586,7.391607172517768,4.443479686368393,22.493482433457586,6.863627615159878,13.130859097696018,4.092726599204289,16.074699326471748,22.493482433457586,22.493482433457586,11.77524563433362,8.374030007845443,6.655736056444178,10.548045463965767,8.990510738773082,13,18,6,16,25,19,15,3,11,25,7,2,25,14,12,1,17,25,25,9,5,10,4,8
1057_1,22.493482433457586,4.092726599204289,22.493482433457586,7.391607172517768,11.232359720709557,13.130859097696018,5.949614274396139,6.655736056444178,11.77524563433362,8.795379550385844,14.054949701312236,8.990510738773082,18.428150193558192,6.863627615159878,6.919267466526158,4.443479686368393,22.493482433457586,22.493482433457586,15.69617229733342,10.548045463965767,22.493482433457586,8.796104599193974,16.074699326471748,8.374030007845443,25,1,25,7,16,12,6,10,9,3,15,8,19,14,11,2,25,25,18,4,25,13,17,5
1057_2,22.493482433457586,6.655736056444178,18.428150193558192,16.074699326471748,11.232359720709557,13.130859097696018,6.863627615159878,6.919267466526158,22.493482433457586,8.796104599193974,8.795379550385844,22.493482433457586,7.391607172517768,4.443479686368393,8.990510738773082,15.69617229733342,11.77524563433362,10.548045463965767,22.493482433457586,22.493482433457586,4.092726599204289,8.374030007845443,5.949614274396139,14.054949701312236,25,10,19,17,16,12,14,11,25,13,3,25,7,2,8,18,9,4,25,25,1,5,6,15
1058_0,8.796104599193974,15.69617229733342,5.949614274396139,11.232359720709557,22.490667321265036,18.428150193558192,11.77524563433362,8.795379550385844,6.919267466526158,22.490667321265036,7.391607172517768,4.443479686368393,22.490667321265036,6.863627615159878,13.130859097696018,4.092726599204289,16.074699326471748,22.490667321265036,22.490667321265036,10.027317500522148,8.374030007845443,6.655736056444178,14.054949701312236,8.990510738773082,4,17,11,8,25,16,6,3,12,25,5,1,25,7,9,2,19,25,25,14,10,18,15,13
1058_1,22.490667321265036,4.092726599204289,22.490667321265036,7.391607172517768,11.232359720709557,13.130859097696018,5.949614274396139,6.655736056444178,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,18.428150193558192,6.863627615159878,6.919267466526158,4.443479686368393,22.490667321265036,22.490667321265036,15.69617229733342,14.054949701312236,22.490667321265036,8.796104599193974,16.074699326471748,8.374030007845443,25,2,25,5,8,9,11,18,14,3,6,13,16,7,12,1,25,25,17,15,25,4,19,10
1058_2,22.490667321265036,6.655736056444178,18.428150193558192,16.074699326471748,11.232359720709557,13.130859097696018,6.863627615159878,6.919267466526158,22.490667321265036,8.796104599193974,8.795379550385844,22.490667321265036,7.391607172517768,4.443479686368393,8.990510738773082,15.69617229733342,10.027317500522148,14.054949701312236,22.490667321265036,22.490667321265036,4.092726599204289,8.374030007845443,5.949614274396139,11.77524563433362,25,18,16,19,8,9,7,12,25,4,3,25,5,1,13,17,14,15,25,25,2,10,11,6
1059_0,6.655736056444178,18.428150193558192,5.949614274396139,8.796104599193974,22.385147137180834,13.130859097696018,11.77524563433362,8.795379550385844,6.919267466526158,15.69617229733342,7.391607172517768,4.443479686368393,22.385147137180834,6.863627615159878,16.074699326471748,4.092726599204289,11.232359720709557,22.385147137180834,22.385147137180834,10.027317500522148,8.374030007845443,10.548045463965767,14.054949701312236,8.990510738773082,7,19,11,10,25,16,14,4,15,20,3,2,25,8,17,1,18,25,25,12,5,6,13,9
1059_1,22.385147137180834,4.092726599204289,22.385147137180834,7.391607172517768,8.796104599193974,16.074699326471748,5.949614274396139,10.548045463965767,10.027317500522148,8.795379550385844,11.77524563433362,8.990510738773082,13.130859097696018,6.863627615159878,6.919267466526158,4.443479686368393,22.385147137180834,15.69617229733342,18.428150193558192,14.054949701312236,22.385147137180834,6.655736056444178,11.232359720709557,8.374030007845443,25,1,25,3,10,17,11,6,12,4,14,9,16,8,15,2,25,20,19,13,25,7,18,5
1059_2,22.385147137180834,10.548045463965767,13.130859097696018,11.232359720709557,8.796104599193974,16.074699326471748,6.863627615159878,6.919267466526158,22.385147137180834,6.655736056444178,8.795379550385844,22.385147137180834,7.391607172517768,4.443479686368393,8.990510738773082,18.428150193558192,10.027317500522148,14.054949701312236,22.385147137180834,15.69617229733342,4.092726599204289,8.374030007845443,5.949614274396139,11.77524563433362,25,6,16,18,10,17,8,15,25,7,4,25,3,2,9,19,12,13,25,20,1,5,11,14
105_0,4.920113830120085,16.582442821463747,14.446116818195136,11.912453990622186,19.832899168777306,9.444847910469132,7.765323463546142,12.272513982860428,6.919267466526158,14.220378281350827,6.540364180667332,7.291152062868304,19.832899168777306,6.863627615159878,10.58922453021397,9.060547849756858,7.740361425277105,19.832899168777306,19.832899168777306,8.928318462054811,8.09732420788157,4.405582358083191,6.954864024385346,7.947053211109463,12,20,17,15,25,18,1,13,2,19,7,9,25,4,8,14,11,25,25,5,3,16,6,10
105_1,19.832899168777306,9.060547849756858,19.832899168777306,6.540364180667332,11.912453990622186,10.58922453021397,14.446116818195136,4.405582358083191,8.928318462054811,12.272513982860428,7.765323463546142,7.947053211109463,9.444847910469132,6.863627615159878,6.919267466526158,7.291152062868304,19.832899168777306,14.220378281350827,16.582442821463747,6.954864024385346,19.832899168777306,4.920113830120085,7.740361425277105,8.09732420788157,25,14,25,7,15,8,17,16,5,13,1,10,18,4,2,9,25,19,20,6,25,12,11,3
105_2,19.832899168777306,4.405582358083191,9.444847910469132,7.740361425277105,11.912453990622186,10.58922453021397,6.863627615159878,6.919267466526158,19.832899168777306,4.920113830120085,12.272513982860428,19.832899168777306,6.540364180667332,7.291152062868304,7.947053211109463,16.582442821463747,8.928318462054811,6.954864024385346,19.832899168777306,14.220378281350827,9.060547849756858,8.09732420788157,14.446116818195136,7.765323463546142,25,16,18,11,15,8,4,2,25,12,13,25,7,9,10,20,5,6,25,19,14,3,17,1
1060_0,8.796104599193974,15.69617229733342,5.949614274396139,11.232359720709557,22.493482433457586,18.428150193558192,14.054949701312236,8.795379550385844,6.919267466526158,22.493482433457586,7.391607172517768,4.443479686368393,22.493482433457586,6.863627615159878,13.130859097696018,4.092726599204289,16.074699326471748,22.493482433457586,22.493482433457586,11.77524563433362,8.374030007845443,6.655736056444178,10.548045463965767,8.990510738773082,2,18,8,12,25,19,17,10,14,25,4,1,25,15,6,3,16,25,25,7,13,11,5,9
1060_1,22.493482433457586,4.092726599204289,22.493482433457586,7.391607172517768,11.232359720709557,13.130859097696018,5.949614274396139,6.655736056444178,11.77524563433362,8.795379550385844,14.054949701312236,8.990510738773082,18.428150193558192,6.863627615159878,6.919267466526158,4.443479686368393,22.493482433457586,22.493482433457586,15.69617229733342,10.548045463965767,22.493482433457586,8.796104599193974,16.074699326471748,8.374030007845443,25,3,25,4,12,6,8,11,7,10,17,9,19,15,14,1,25,25,18,5,25,2,16,13
