copy_id,driver1_lap_01,driver2_lap_01,driver3_lap_01,driver4_lap_01,driver5_lap_01,driver6_lap_01,driver7_lap_01,driver8_lap_01,driver9_lap_01,driver10_lap_01,driver11_lap_01,driver12_lap_01,driver13_lap_01,driver14_lap_01,driver15_lap_01,driver16_lap_01,driver17_lap_01,driver18_lap_01,driver19_lap_01,driver20_lap_01,driver21_lap_01,driver22_lap_01,driver23_lap_01,driver24_lap_01,driver1_lap_02,driver2_lap_02,driver3_lap_02,driver4_lap_02,driver5_lap_02,driver6_lap_02,driver7_lap_02,driver8_lap_02,driver9_lap_02,driver10_lap_02,driver11_lap_02,driver12_lap_02,driver13_lap_02,driver14_lap_02,driver15_lap_02,driver16_lap_02,driver17_lap_02,driver18_lap_02,driver19_lap_02,driver20_lap_02,driver21_lap_02,driver22_lap_02,driver23_lap_02,driver24_lap_02,driver1_lap_03,driver2_lap_03,driver3_lap_03,driver4_lap_03,driver5_lap_03,driver6_lap_03,driver7_lap_03,driver8_lap_03,driver9_lap_03,driver10_lap_03,driver11_lap_03,driver12_lap_03,driver13_lap_03,driver14_lap_03,driver15_lap_03,driver16_lap_03,driver17_lap_03,driver18_lap_03,driver19_lap_03,driver20_lap_03,driver21_lap_03,driver22_lap_03,driver23_lap_03,driver24_lap_03,driver1_lap_04,driver2_lap_04,driver3_lap_04,driver4_lap_04,driver5_lap_04,driver6_lap_04,driver7_lap_04,driver8_lap_04,driver9_lap_04,driver10_lap_04,driver11_lap_04,driver12_lap_04,driver13_lap_04,driver14_lap_04,driver15_lap_04,driver16_lap_04,driver17_lap_04,driver18_lap_04,driver19_lap_04,driver20_lap_04,driver21_lap_04,driver22_lap_04,driver23_lap_04,driver24_lap_04,driver1_lap_05,driver2_lap_05,driver3_lap_05,driver4_lap_05,driver5_lap_05,driver6_lap_05,driver7_lap_05,driver8_lap_05,driver9_lap_05,driver10_lap_05,driver11_lap_05,driver12_lap_05,driver13_lap_05,driver14_lap_05,driver15_lap_05,driver16_lap_05,driver17_lap_05,driver18_lap_05,driver19_lap_05,driver20_lap_05,driver21_lap_05,driver22_lap_05,driver23_lap_05,driver24_lap_05,driver1_lap_06,driver2_lap_06,driver3_lap_06,driver4_lap_06,driver5_lap_06,driver6_lap_06,driver7_lap_06,driver8_lap_06,driver9_lap_06,driver10_lap_06,driver11_lap_06,driver12_lap_06,driver13_lap_06,driver14_lap_06,driver15_lap_06,driver16_lap_06,driver17_lap_06,driver18_lap_06,driver19_lap_06,driver20_lap_06,driver21_lap_06,driver22_lap_06,driver23_lap_06,driver24_lap_06,driver1_lap_07,driver2_lap_07,driver3_lap_07,driver4_lap_07,driver5_lap_07,driver6_lap_07,driver7_lap_07,driver8_lap_07,driver9_lap_07,driver10_lap_07,driver11_lap_07,driver12_lap_07,driver13_lap_07,driver14_lap_07,driver15_lap_07,driver16_lap_07,driver17_lap_07,driver18_lap_07,driver19_lap_07,driver20_lap_07,driver21_lap_07,driver22_lap_07,driver23_lap_07,driver24_lap_07,driver1_lap_08,driver2_lap_08,driver3_lap_08,driver4_lap_08,driver5_lap_08,driver6_lap_08,driver7_lap_08,driver8_lap_08,driver9_lap_08,driver10_lap_08,driver11_lap_08,driver12_lap_08,driver13_lap_08,driver14_lap_08,driver15_lap_08,driver16_lap_08,driver17_lap_08,driver18_lap_08,driver19_lap_08,driver20_lap_08,driver21_lap_08,driver22_lap_08,driver23_lap_08,driver24_lap_08,driver1_lap_09,driver2_lap_09,driver3_lap_09,driver4_lap_09,driver5_lap_09,driver6_lap_09,driver7_lap_09,driver8_lap_09,driver9_lap_09,driver10_lap_09,driver11_lap_09,driver12_lap_09,driver13_lap_09,driver14_lap_09,driver15_lap_09,driver16_lap_09,driver17_lap_09,driver18_lap_09,driver19_lap_09,driver20_lap_09,driver21_lap_09,driver22_lap_09,driver23_lap_09,driver24_lap_09,driver1_lap_10,driver2_lap_10,driver3_lap_10,driver4_lap_10,driver5_lap_10,driver6_lap_10,driver7_lap_10,driver8_lap_10,driver9_lap_10,driver10_lap_10,driver11_lap_10,driver12_lap_10,driver13_lap_10,driver14_lap_10,driver15_lap_10,driver16_lap_10,driver17_lap_10,driver18_lap_10,driver19_lap_10,driver20_lap_10,driver21_lap_10,driver22_lap_10,driver23_lap_10,driver24_lap_10
1031_1,25,5,25,1,12,3,18,9,2,6,8,11,19,17,10,13,25,20,4,16,25,14,7,15,25,5,25,1,12,3,18,9,2,6,8,11,19,17,10,13,25,20,4,16,25,14,7,15,25,5,25,1,12,4,18,9,2,6,8,11,19,17,10,13,25,20,3,16,25,14,7,15,25,4,25,1,12,5,18,9,2,6,8,11,19,17,10,13,25,20,3,16,25,14,7,15,25,4,25,1,12,5,18,9,2,6,8,11,19,17,10,13,25,20,3,16,25,14,7,15,25,4,25,1,12,5,18,9,2,6,8,11,19,17,10,13,25,20,3,16,25,15,7,14,25,4,25,1,12,5,18,9,2,6,8,11,19,17,10,14,25,20,3,16,25,15,7,13,25,4,25,1,12,5,18,9,2,6,8,11,19,17,10,14,25,20,3,16,25,15,7,13,25,3,25,1,12,5,18,9,2,6,8,11,19,17,10,14,25,20,4,16,25,15,7,13,25,3,25,1,12,5,18,9,2,6,8,11,19,17,10,14,25,20,4,16,25,15,7,13
1031_2,25,9,19,7,12,3,17,10,25,14,6,25,1,13,11,4,2,16,25,20,5,15,18,8,25,9,19,7,12,3,17,10,25,14,6,25,1,13,11,4,2,16,25,20,5,15,18,8,25,9,19,7,12,4,17,10,25,14,6,25,1,13,11,3,2,16,25,20,5,15,18,8,25,9,19,7,12,5,17,10,25,14,6,25,1,13,11,3,2,16,25,20,4,15,18,8,25,9,19,7,12,5,17,10,25,14,6,25,1,13,11,3,2,16,25,20,4,15,18,8,25,9,19,7,12,5,17,10,25,15,6,25,1,13,11,3,2,16,25,20,4,14,18,8,25,9,19,7,12,5,17,10,25,15,6,25,1,14,11,3,2,16,25,20,4,13,18,8,25,9,19,7,12,5,17,10,25,15,6,25,1,14,11,3,2,16,25,20,4,13,18,8,25,9,19,7,12,5,17,10,25,15,6,25,1,14,11,4,2,16,25,20,3,13,18,8,25,9,19,7,12,5,17,10,25,15,6,25,1,14,11,4,2,16,25,20,3,13,18,8
1032_0,15,5,19,8,25,12,3,17,16,18,4,13,25,20,10,1,9,25,25,2,14,11,6,7,14,5,17,8,25,11,3,15,25,16,4,12,25,18,9,1,19,25,25,2,13,10,6,7,14,5,17,8,25,11,3,15,25,16,4,12,25,18,9,1,19,25,25,2,13,10,6,7,14,5,16,8,25,18,3,13,25,15,4,11,25,17,9,1,19,25,25,2,12,10,6,7,14,5,16,8,25,18,3,12,25,15,4,11,25,17,10,1,25,25,25,2,13,9,6,7,14,5,16,8,25,18,4,11,25,15,3,12,25,17,10,1,25,25,25,2,13,9,6,7,14,5,15,8,25,18,4,11,25,16,3,13,25,17,10,1,25,25,25,2,12,9,6,7,13,4,15,8,25,18,5,11,25,16,3,14,25,17,10,1,25,25,25,2,12,9,6,7,13,4,15,8,25,18,5,11,25,16,3,14,25,17,10,1,25,25,25,2,12,9,6,7,13,4,15,8,25,18,5,11,25,17,3,14,25,16,10,1,25,25,25,2,12,9,6,7
1032_1,25,1,25,4,8,10,19,11,2,17,3,7,12,20,16,13,25,18,5,6,25,15,9,14,25,1,25,4,8,9,17,10,2,15,3,7,11,18,25,12,25,16,5,6,25,14,19,13,25,1,25,4,8,9,17,10,2,15,3,7,11,18,25,12,25,16,5,6,25,14,19,13,25,1,25,4,8,9,16,10,2,13,3,7,18,17,25,11,25,15,5,6,25,14,19,12,25,1,25,4,8,10,16,9,2,12,3,7,18,17,25,11,25,15,5,6,25,14,25,13,25,1,25,3,8,10,16,9,2,11,4,7,18,17,25,12,25,15,5,6,25,14,25,13,25,1,25,3,8,10,15,9,2,11,4,7,18,17,25,13,25,16,5,6,25,14,25,12,25,1,25,3,8,10,15,9,2,11,5,7,18,17,25,14,25,16,4,6,25,13,25,12,25,1,25,3,8,10,15,9,2,11,5,7,18,17,25,14,25,16,4,6,25,13,25,12,25,1,25,3,8,10,15,9,2,11,5,7,18,16,25,14,25,17,4,6,25,13,25,12
1032_2,25,11,12,9,8,10,20,16,25,15,17,25,4,13,7,5,2,6,25,18,1,14,19,3,25,10,11,19,8,9,18,25,25,14,15,25,4,12,7,5,2,6,25,16,1,13,17,3,25,10,11,19,8,9,18,25,25,14,15,25,4,12,7,5,2,6,25,16,1,13,17,3,25,10,18,19,8,9,17,25,25,14,13,25,4,11,7,5,2,6,25,15,1,12,16,3,25,9,18,25,8,10,17,25,25,14,12,25,4,11,7,5,2,6,25,15,1,13,16,3,25,9,18,25,8,10,17,25,25,14,11,25,3,12,7,5,2,6,25,15,1,13,16,4,25,9,18,25,8,10,17,25,25,14,11,25,3,13,7,5,2,6,25,16,1,12,15,4,25,9,18,25,8,10,17,25,25,13,11,25,3,14,7,4,2,6,25,16,1,12,15,5,25,9,18,25,8,10,17,25,25,13,11,25,3,14,7,4,2,6,25,16,1,12,15,5,25,9,18,25,8,10,16,25,25,13,11,25,3,14,7,4,2,6,25,17,1,12,15,5
1033_0,18,11,20,12,25,15,8,7,4,10,6,19,25,14,13,1,5,25,25,3,17,2,16,9,17,11,19,12,25,16,7,5,4,10,8,18,25,15,13,1,6,25,25,3,20,2,14,9,15,9,17,12,25,13,7,5,4,11,19,16,25,14,10,1,18,25,25,2,20,3,8,6,15,14,8,18,25,7,16,12,13,20,11,5,25,19,6,3,10,25,25,1,17,9,4,2,19,9,4,14,25,17,12,10,8,20,7,3,25,15,18,1,6,25,25,2,13,5,16,11,19,9,4,14,25,17,12,10,8,20,7,3,25,15,18,1,6,25,25,2,13,5,16,11,19,9,5,14,25,17,12,10,8,20,7,3,25,15,18,1,6,25,25,2,13,4,16,11,19,9,5,14,25,17,12,10,8,20,7,3,25,15,18,1,6,25,25,2,13,4,16,11,19,9,5,14,25,17,12,10,8,20,7,3,25,15,18,1,6,25,25,2,13,4,16,11,19,9,5,14,25,17,12,10,8,20,6,3,25,15,18,1,7,25,25,2,13,4,16,11
1033_1,25,1,25,6,12,13,20,2,3,7,8,9,15,14,4,19,25,10,11,16,25,18,5,17,25,1,25,8,12,13,19,2,3,5,7,9,16,15,4,18,25,10,11,14,25,17,6,20,25,1,25,19,12,10,17,3,2,5,7,6,13,14,4,16,25,11,9,8,25,15,18,20,25,3,25,11,18,6,8,9,1,12,16,2,7,19,13,5,25,20,14,4,25,15,10,17,25,1,25,7,14,18,4,5,2,10,12,11,17,15,8,3,25,20,9,16,25,19,6,13,25,1,25,7,14,18,4,5,2,10,12,11,17,15,8,3,25,20,9,16,25,19,6,13,25,1,25,7,14,18,5,4,2,10,12,11,17,15,8,3,25,20,9,16,25,19,6,13,25,1,25,7,14,18,5,4,2,10,12,11,17,15,8,3,25,20,9,16,25,19,6,13,25,1,25,7,14,18,5,4,2,10,12,11,17,15,8,3,25,20,9,16,25,19,6,13,25,1,25,6,14,18,5,4,2,10,12,11,17,15,8,3,25,20,9,16,25,19,7,13
1033_2,25,2,15,5,12,13,14,4,25,18,7,25,6,19,9,11,3,16,25,10,1,17,20,8,25,2,16,6,12,13,15,4,25,17,5,25,8,18,9,11,3,14,25,10,1,20,19,7,25,3,13,18,12,10,14,4,25,15,5,25,19,16,6,9,2,8,25,11,1,20,17,7,25,9,7,10,18,6,19,13,25,15,12,25,11,5,2,14,1,4,25,20,3,17,8,16,25,5,17,6,14,18,15,8,25,19,10,25,7,3,11,9,2,16,25,20,1,13,4,12,25,5,17,6,14,18,15,8,25,19,10,25,7,3,11,9,2,16,25,20,1,13,4,12,25,4,17,6,14,18,15,8,25,19,10,25,7,3,11,9,2,16,25,20,1,13,5,12,25,4,17,6,14,18,15,8,25,19,10,25,7,3,11,9,2,16,25,20,1,13,5,12,25,4,17,6,14,18,15,8,25,19,10,25,7,3,11,9,2,16,25,20,1,13,5,12,25,4,17,7,14,18,15,8,25,19,10,25,6,3,11,9,2,16,25,20,1,13,5,12
1034_0,11,19,16,4,25,12,9,6,10,25,15,14,25,17,18,1,7,25,25,5,3,13,8,2,11,18,15,4,25,12,9,6,10,25,25,14,25,16,17,1,7,25,25,5,3,13,8,2,11,18,15,4,25,12,9,6,10,25,25,14,25,16,17,1,7,25,25,5,3,13,8,2,11,18,15,4,25,12,9,6,10,25,25,14,25,16,17,1,7,25,25,5,3,13,8,2,11,18,15,4,25,12,9,6,10,25,25,14,25,16,17,1,7,25,25,5,3,13,8,2,11,18,15,4,25,13,9,6,10,25,25,14,25,16,17,1,7,25,25,5,3,12,8,2,11,17,14,4,25,18,9,6,10,25,25,13,25,15,16,1,7,25,25,5,3,12,8,2,11,17,14,4,25,18,9,6,10,25,25,13,25,15,16,1,7,25,25,5,3,12,8,2,11,17,14,4,25,18,9,6,10,25,25,13,25,15,16,1,7,25,25,5,3,12,8,2,11,17,14,4,25,18,9,6,10,25,25,13,25,15,16,1,7,25,25,5,3,12,8,2
1034_1,25,1,25,15,4,18,16,13,5,6,9,2,12,17,10,14,25,25,19,8,25,11,7,3,25,1,25,25,4,17,15,13,5,6,9,2,12,16,10,14,25,25,18,8,25,11,7,3,25,1,25,25,4,17,15,13,5,6,9,2,12,16,10,14,25,25,18,8,25,11,7,3,25,1,25,25,4,17,15,13,5,6,9,2,12,16,10,14,25,25,18,8,25,11,7,3,25,1,25,25,4,17,15,13,5,6,9,2,12,16,10,14,25,25,18,8,25,11,7,3,25,1,25,25,4,17,15,12,5,6,9,2,13,16,10,14,25,25,18,8,25,11,7,3,25,1,25,25,4,16,14,12,5,6,9,2,18,15,10,13,25,25,17,8,25,11,7,3,25,1,25,25,4,16,14,12,5,6,9,2,18,15,10,13,25,25,17,8,25,11,7,3,25,1,25,25,4,16,14,12,5,6,9,2,18,15,10,13,25,25,17,8,25,11,7,3,25,1,25,25,4,16,14,12,5,6,9,2,18,15,10,13,25,25,17,8,25,11,7,3
1034_2,25,13,12,7,4,18,17,10,25,11,6,25,15,14,2,19,5,8,25,25,1,3,16,9,25,13,12,7,4,17,16,10,25,11,6,25,25,14,2,18,5,8,25,25,1,3,15,9,25,13,12,7,4,17,16,10,25,11,6,25,25,14,2,18,5,8,25,25,1,3,15,9,25,13,12,7,4,17,16,10,25,11,6,25,25,14,2,18,5,8,25,25,1,3,15,9,25,13,12,7,4,17,16,10,25,11,6,25,25,14,2,18,5,8,25,25,1,3,15,9,25,12,13,7,4,17,16,10,25,11,6,25,25,14,2,18,5,8,25,25,1,3,15,9,25,12,18,7,4,16,15,10,25,11,6,25,25,13,2,17,5,8,25,25,1,3,14,9,25,12,18,7,4,16,15,10,25,11,6,25,25,13,2,17,5,8,25,25,1,3,14,9,25,12,18,7,4,16,15,10,25,11,6,25,25,13,2,17,5,8,25,25,1,3,14,9,25,12,18,7,4,16,15,10,25,11,6,25,25,13,2,17,5,8,25,25,1,3,14,9
1035_0,15,9,16,7,25,17,11,4,20,18,1,13,25,19,8,2,10,25,25,3,14,5,12,6,15,9,16,7,25,17,11,4,19,20,1,13,25,18,8,2,10,25,25,3,14,5,12,6,15,9,16,7,25,17,11,4,19,20,1,14,25,18,8,2,10,25,25,3,13,5,12,6,15,9,16,7,25,17,11,4,18,20,1,14,25,19,8,2,10,25,25,3,13,5,12,6,15,9,16,7,25,17,11,4,18,20,1,14,25,19,8,2,10,25,25,3,13,5,12,6,15,9,16,7,25,17,11,4,18,20,1,14,25,19,8,2,10,25,25,3,13,5,12,6,14,20,15,7,25,16,10,4,17,19,1,13,25,18,8,2,9,25,25,3,12,5,11,6,20,19,13,18,25,14,9,4,15,17,1,12,25,16,7,2,8,25,25,3,11,5,10,6,19,18,13,17,25,20,9,4,14,15,1,12,25,16,7,2,8,25,25,3,11,5,10,6,17,16,12,14,25,18,9,4,13,20,1,19,25,15,7,2,8,25,25,3,11,5,10,6
1035_1,25,2,25,1,7,8,16,5,3,4,11,6,17,19,20,13,25,18,9,12,25,15,10,14,25,2,25,1,7,8,16,5,3,4,11,6,17,18,19,13,25,20,9,12,25,15,10,14,25,2,25,1,7,8,16,5,3,4,11,6,17,18,19,14,25,20,9,12,25,15,10,13,25,2,25,1,7,8,16,5,3,4,11,6,17,19,18,14,25,20,9,12,25,15,10,13,25,2,25,1,7,8,16,5,3,4,11,6,17,19,18,14,25,20,9,12,25,15,10,13,25,2,25,1,7,8,16,5,3,4,11,6,17,19,18,14,25,20,9,12,25,15,10,13,25,2,25,1,7,8,15,5,3,4,10,6,16,18,17,13,25,19,20,11,25,14,9,12,25,2,25,1,18,7,13,5,3,4,9,6,14,16,15,12,25,17,19,10,25,20,8,11,25,2,25,1,17,7,13,5,3,4,9,6,20,16,14,12,25,15,18,10,25,19,8,11,25,2,25,1,14,7,12,5,3,4,9,6,18,15,13,19,25,20,16,10,25,17,8,11
1035_2,25,5,17,10,7,8,19,20,25,15,4,25,1,13,6,9,3,12,25,18,2,14,16,11,25,5,17,10,7,8,18,19,25,15,4,25,1,13,6,9,3,12,25,20,2,14,16,11,25,5,17,10,7,8,18,19,25,15,4,25,1,14,6,9,3,12,25,20,2,13,16,11,25,5,17,10,7,8,19,18,25,15,4,25,1,14,6,9,3,12,25,20,2,13,16,11,25,5,17,10,7,8,19,18,25,15,4,25,1,14,6,9,3,12,25,20,2,13,16,11,25,5,17,10,7,8,19,18,25,15,4,25,1,14,6,9,3,12,25,20,2,13,16,11,25,5,16,9,7,8,18,17,25,14,4,25,1,13,6,20,3,11,25,19,2,12,15,10,25,5,14,8,18,7,16,15,25,20,4,25,1,12,6,19,3,10,25,17,2,11,13,9,25,5,20,8,17,7,16,14,25,19,4,25,1,12,6,18,3,10,25,15,2,11,13,9,25,5,18,8,14,7,15,13,25,17,4,25,1,19,6,16,3,10,25,20,2,11,12,9
1036_0,19,6,17,8,25,18,7,5,11,20,4,14,25,15,10,1,9,25,25,2,13,3,16,12,19,6,17,8,25,18,7,5,11,20,4,14,25,15,10,1,9,25,25,2,12,3,16,13,19,6,17,8,25,18,7,5,11,20,4,14,25,15,10,1,9,25,25,2,12,3,16,13,19,6,17,8,25,18,7,5,11,20,4,14,25,15,10,1,9,25,25,2,12,3,16,13,19,6,18,8,25,17,7,5,11,20,3,14,25,15,10,1,9,25,25,2,12,4,16,13,19,6,18,8,25,17,7,5,11,20,3,14,25,15,10,1,9,25,25,2,12,4,16,13,19,6,18,8,25,17,7,5,11,20,3,14,25,15,10,1,9,25,25,2,12,4,16,13,19,6,18,8,25,17,7,5,11,20,3,14,25,15,10,1,9,25,25,2,12,4,16,13,19,6,18,8,25,17,7,5,11,20,3,14,25,15,10,1,9,25,25,2,12,4,16,13,19,6,18,8,25,17,7,5,11,20,3,14,25,15,10,1,9,25,25,2,12,4,16,13
1036_1,25,1,25,4,8,10,17,3,2,5,7,12,18,15,11,14,25,20,6,16,25,19,9,13,25,1,25,4,8,10,17,3,2,5,7,13,18,15,11,14,25,20,6,16,25,19,9,12,25,1,25,4,8,10,17,3,2,5,7,13,18,15,11,14,25,20,6,16,25,19,9,12,25,1,25,4,8,10,17,3,2,5,7,13,18,15,11,14,25,20,6,16,25,19,9,12,25,1,25,3,8,10,18,4,2,5,7,13,17,15,11,14,25,20,6,16,25,19,9,12,25,1,25,3,8,10,18,4,2,5,7,13,17,15,11,14,25,20,6,16,25,19,9,12,25,1,25,3,8,10,18,4,2,5,7,13,17,15,11,14,25,20,6,16,25,19,9,12,25,1,25,3,8,10,18,4,2,5,7,13,17,15,11,14,25,20,6,16,25,19,9,12,25,1,25,3,8,10,18,4,2,5,7,13,17,15,11,14,25,20,6,16,25,19,9,12,25,1,25,3,8,10,18,4,2,5,7,13,17,15,11,14,25,20,6,16,25,19,9,12
1036_2,25,3,18,9,8,10,15,11,25,19,5,25,4,14,12,6,2,16,25,20,1,13,17,7,25,3,18,9,8,10,15,11,25,19,5,25,4,14,13,6,2,16,25,20,1,12,17,7,25,3,18,9,8,10,15,11,25,19,5,25,4,14,13,6,2,16,25,20,1,12,17,7,25,3,18,9,8,10,15,11,25,19,5,25,4,14,13,6,2,16,25,20,1,12,17,7,25,4,17,9,8,10,15,11,25,19,5,25,3,14,13,6,2,16,25,20,1,12,18,7,25,4,17,9,8,10,15,11,25,19,5,25,3,14,13,6,2,16,25,20,1,12,18,7,25,4,17,9,8,10,15,11,25,19,5,25,3,14,13,6,2,16,25,20,1,12,18,7,25,4,17,9,8,10,15,11,25,19,5,25,3,14,13,6,2,16,25,20,1,12,18,7,25,4,17,9,8,10,15,11,25,19,5,25,3,14,13,6,2,16,25,20,1,12,18,7,25,4,17,9,8,10,15,11,25,19,5,25,3,14,13,6,2,16,25,20,1,12,18,7
1037_0,10,19,18,8,25,6,5,9,13,25,2,15,25,16,17,1,11,25,25,3,12,14,7,4,9,19,18,8,25,6,5,10,13,25,2,15,25,16,17,1,11,25,25,3,12,14,7,4,8,19,18,9,25,6,5,10,13,25,2,15,25,16,17,1,11,25,25,3,12,14,7,4,8,19,18,10,25,6,5,9,13,25,2,16,25,15,17,1,11,25,25,3,12,14,7,4,8,19,18,10,25,6,5,9,13,25,2,17,25,15,16,1,11,25,25,3,12,14,7,4,8,19,17,11,25,6,5,9,13,25,2,18,25,15,16,1,10,25,25,3,12,14,7,4,8,19,17,12,25,6,5,9,13,25,2,18,25,15,16,1,10,25,25,3,11,14,7,4,8,19,17,12,25,6,5,9,13,25,2,18,25,15,16,1,10,25,25,3,11,14,7,4,8,19,17,12,25,6,5,9,13,25,2,18,25,15,16,1,10,25,25,3,11,14,7,4,8,17,15,13,25,6,5,9,12,25,2,16,25,14,25,1,10,25,25,3,11,25,7,4
1037_1,25,1,25,2,8,17,18,14,3,9,5,4,6,16,13,15,25,25,19,7,25,10,11,12,25,1,25,2,8,17,18,14,3,10,5,4,6,16,13,15,25,25,19,7,25,9,11,12,25,1,25,2,9,17,18,14,3,10,5,4,6,16,13,15,25,25,19,7,25,8,11,12,25,1,25,2,10,17,18,14,3,9,5,4,6,15,13,16,25,25,19,7,25,8,11,12,25,1,25,2,10,16,18,14,3,9,5,4,6,15,13,17,25,25,19,7,25,8,11,12,25,1,25,2,11,16,17,14,3,9,5,4,6,15,13,18,25,25,19,7,25,8,10,12,25,1,25,2,12,16,17,14,3,9,5,4,6,15,13,18,25,25,19,7,25,8,10,11,25,1,25,2,12,16,17,14,3,9,5,4,6,15,13,18,25,25,19,7,25,8,10,11,25,1,25,2,12,16,17,14,3,9,5,4,6,15,13,18,25,25,19,7,25,8,10,11,25,1,25,2,13,25,15,25,3,9,5,4,6,14,12,16,25,25,17,7,25,8,10,11
1038_0,14,15,16,10,25,17,2,4,18,19,6,20,25,12,3,1,13,25,25,7,11,8,9,5,14,15,16,10,25,18,2,4,17,19,6,20,25,12,3,1,13,25,25,8,11,7,9,5,14,15,16,10,25,18,2,4,17,19,6,20,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,18,2,4,17,19,6,20,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,18,2,4,17,19,6,20,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,17,2,4,20,18,6,19,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,17,2,4,25,18,6,19,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,17,2,4,25,18,6,19,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,17,2,4,25,18,6,19,25,12,3,1,13,25,25,7,11,8,9,5,15,14,16,10,25,17,2,4,25,18,6,19,25,12,3,1,13,25,25,7,11,8,9,5
1038_1,25,1,25,6,10,3,16,8,7,4,2,5,17,12,18,20,25,19,15,9,25,14,13,11,25,1,25,6,10,3,16,7,8,4,2,5,18,12,17,20,25,19,15,9,25,14,13,11,25,1,25,6,10,3,16,8,7,4,2,5,18,12,17,20,25,19,15,9,25,14,13,11,25,1,25,6,10,3,16,8,7,4,2,5,18,12,17,20,25,19,14,9,25,15,13,11,25,1,25,6,10,3,16,8,7,4,2,5,18,12,17,20,25,19,14,9,25,15,13,11,25,1,25,6,10,3,16,8,7,4,2,5,17,12,20,19,25,18,14,9,25,15,13,11,25,1,25,6,10,3,16,8,7,4,2,5,17,12,25,19,25,18,14,9,25,15,13,11,25,1,25,6,10,3,16,8,7,4,2,5,17,12,25,19,25,18,14,9,25,15,13,11,25,1,25,6,10,3,16,8,7,4,2,5,17,12,25,19,25,18,14,9,25,15,13,11,25,1,25,6,10,3,16,8,7,4,2,5,17,12,25,19,25,18,14,9,25,15,13,11
1038_2,25,8,17,13,10,3,12,18,25,14,4,25,6,20,5,15,7,9,25,19,1,11,16,2,25,7,18,13,10,3,12,17,25,14,4,25,6,20,5,15,8,9,25,19,1,11,16,2,25,8,18,13,10,3,12,17,25,14,4,25,6,20,5,15,7,9,25,19,1,11,16,2,25,8,18,13,10,3,12,17,25,15,4,25,6,20,5,14,7,9,25,19,1,11,16,2,25,8,18,13,10,3,12,17,25,15,4,25,6,20,5,14,7,9,25,19,1,11,16,2,25,8,17,13,10,3,12,20,25,15,4,25,6,19,5,14,7,9,25,18,1,11,16,2,25,8,17,13,10,3,12,25,25,15,4,25,6,19,5,14,7,9,25,18,1,11,16,2,25,8,17,13,10,3,12,25,25,15,4,25,6,19,5,14,7,9,25,18,1,11,16,2,25,8,17,13,10,3,12,25,25,15,4,25,6,19,5,14,7,9,25,18,1,11,16,2,25,8,17,13,10,3,12,25,25,15,4,25,6,19,5,14,7,9,25,18,1,11,16,2
1039_0,3,25,17,8,25,13,10,7,18,25,1,12,25,16,4,2,11,25,25,15,9,14,5,6,3,25,16,8,25,13,10,7,18,25,1,12,25,17,4,2,11,25,25,15,9,14,5,6,3,25,16,8,25,13,10,7,18,25,1,12,25,17,4,2,11,25,25,15,9,14,5,6,3,25,16,8,25,13,10,7,18,25,1,12,25,17,4,2,11,25,25,15,9,14,5,6,3,25,16,8,25,13,10,7,18,25,1,12,25,17,4,2,11,25,25,15,9,14,5,6,3,25,15,8,25,12,10,7,14,25,1,25,25,13,4,2,11,25,25,25,9,25,5,6,3,25,14,8,25,25,10,7,13,25,1,25,25,12,4,2,11,25,25,25,9,25,5,6,3,25,13,8,25,25,25,7,12,25,1,25,25,11,4,2,10,25,25,25,9,25,5,6,3,25,13,8,25,25,25,7,12,25,1,25,25,11,5,2,10,25,25,25,9,25,4,6,3,25,12,8,25,25,25,5,13,25,2,25,25,10,7,1,11,25,25,25,9,25,4,6
1039_1,25,2,25,1,8,4,17,14,15,7,10,6,13,16,18,12,25,25,25,5,25,3,11,9,25,2,25,1,8,4,16,14,15,7,10,6,13,17,18,12,25,25,25,5,25,3,11,9,25,2,25,1,8,4,16,14,15,7,10,6,13,17,18,12,25,25,25,5,25,3,11,9,25,2,25,1,8,4,16,14,15,7,10,6,13,17,18,12,25,25,25,5,25,3,11,9,25,2,25,1,8,4,16,14,15,7,10,6,13,17,18,12,25,25,25,5,25,3,11,9,25,2,25,1,8,4,15,25,25,7,10,6,12,13,14,25,25,25,25,5,25,3,11,9,25,2,25,1,8,4,14,25,25,7,10,6,25,12,13,25,25,25,25,5,25,3,11,9,25,2,25,1,8,4,13,25,25,7,25,6,25,11,12,25,25,25,25,5,25,3,10,9,25,2,25,1,8,5,13,25,25,7,25,6,25,11,12,25,25,25,25,4,25,3,10,9,25,1,25,2,8,7,12,25,25,5,25,6,25,10,13,25,25,25,25,4,25,3,11,9
